NAME,median_home_value,median_gross_rent,population,median_hh_income,nh_white,total_race_eth,housing_units_occupied,owner_occupied_units,renter_occupied_units,state,county,county_fips5,pct_nh_white,pct_owner_occupied,owner_to_renter_ratio,affordability_index,lat,lon,land_sqmi,pop_density,log_pop_density,dem_two_party_share
"Pasco County, Florida",233600,1282,569211,63187,400621,569211,223385,166566,56819,12,101,12101,0.7038180920607648,0.7456454103901337,2.93151938612084,0.020288983493440105,28.309823,,746.6186366968055,762.3852017923188,6.637762755517952,0.39864543646675193
"Pinellas County, Florida",284300,1389,959918,66406,695118,959918,418716,289090,129626,12,103,12103,0.7241431038901239,0.6904202371058188,2.2301853023313223,0.02091678462789507,27.905342,,273.7050985566243,3507.1250227419914,8.162836992179127,0.5011207259341941
"Polk County, Florida",215700,1192,736229,60901,400555,736229,264145,184335,79810,12,105,12105,0.544063056467485,0.6978553446023964,2.3096729733116153,0.019572749215940623,27.953649,,1797.763617299367,409.52491913590757,6.017436631400615,0.42707318150367307
"Putnam County, Florida",125700,844,73604,44852,51852,73604,29782,21737,8045,12,107,12107,0.7044725830117928,0.7298703915116513,2.7019266625233063,0.01881744403816998,29.593896,,728.3635540532539,101.05393054114633,4.625501404350946,0.29208401542687495
"St. Johns County, Florida",416100,1601,278722,100020,222891,278722,102056,84061,17995,12,109,12109,0.7996892961445454,0.8236752371247158,4.671353153653793,0.016006798640271946,29.890487,,600.6443214128051,464.03835025761043,6.142119875858871,0.36528295842010117
"St. Lucie County, Florida",275900,1363,334682,66154,179974,334682,126443,97475,28968,12,111,12111,0.5377462785569586,0.7709007220644876,3.3649199116266226,0.020603440457115214,27.379814,,571.6604130695882,585.4559671237182,6.374097587907169,0.49212133264704505
"Santa Rosa County, Florida",272500,1386,188994,84715,151252,188994,69524,54478,15046,12,113,12113,0.8003005386414384,0.7835855244232207,3.620762993486641,0.01636073894823821,30.675348,,1012.4009405818597,186.67900475416292,5.2347330820040785,0.262978942255493
"Sarasota County, Florida",338500,1590,439392,77213,357827,439392,199345,151538,47807,12,115,12115,0.8143684910057534,0.7601795881511951,3.169786851297927,0.020592387292295337,27.225327,,556.0021991039886,790.270255599872,6.673639572625033,0.44737038140643626
"Seminole County, Florida",329300,1545,471321,79490,268944,471321,183487,120506,62981,12,117,12117,0.5706174772607204,0.6567549744668559,1.9133706990997286,0.019436407095232106,28.690065,,309.37860633501083,1523.4440596374973,7.329385071519242,0.5141347485539378
"Sumter County, Florida",324400,1185,131832,70105,111094,131832,64305,56048,8257,12,119,12119,0.8426937314157412,0.8715962988881113,6.787937507569335,0.01690321660366593,28.715444,,557.1329510129694,236.6257457224624,5.47069693903602,0.3185707150767627
"Suwannee County, Florida",136500,760,43881,49729,32701,43881,15453,11626,3827,12,121,12121,0.7452200268909095,0.7523458228175759,3.0378886856545595,0.015282832954614007,30.189244,,688.5862081307528,63.726225535536166,4.170166459958711,0.21464465183058148
"Taylor County, Florida",89300,909,21421,46239,15443,21421,7465,5779,1686,12,123,12123,0.7209280612483078,0.774146014735432,3.4276393831553973,0.019658729643807177,29.967146,,1043.3345416591274,20.531286126055004,3.0695070460554272,0.22875621890547262
"Union County, Florida",146200,785,15524,64043,10991,15524,4094,2855,1239,12,125,12125,0.7080005153311002,0.697361993160723,2.304277643260694,0.012257389566385085,30.05428,,243.5549945123746,63.73919792152426,4.170366859195591,0.17022308438409312
"Volusia County, Florida",251400,1271,558520,63075,385498,558520,232673,167784,64889,12,127,12127,0.6902134211845592,0.7211150412811113,2.5857079011851005,0.020150614347998416,29.057769,,1101.3119282736627,507.140607180652,6.230758195069047,0.4289642439453869
"Wakulla County, Florida",198600,1041,33732,72035,26246,33732,11932,9687,2245,12,129,12129,0.7780742321830902,0.8118504860878311,4.314922048997773,0.014451308391754009,30.091335,,606.418125138128,55.62498646015344,4.036450344688881,0.2936076817558299
"Walton County, Florida",327000,1463,76618,74832,63660,76618,31491,24482,7009,12,131,12131,0.8308752512464433,0.777428471626814,3.492937651590812,0.019550459696386573,30.571247,,1038.2926482435216,73.79229750842845,4.314714905191944,0.2388356243502368
"Washington County, Florida",137600,853,25014,47536,19097,25014,9095,7126,1969,12,133,12133,0.7634524666186935,0.7835074216602529,3.619095987811072,0.01794429485021878,30.602102,,584.6768071856317,42.78261031150872,3.779236713695768,0.19201505358749898
